Baby: Secret of the Lost Legend,Bill L. Norton,"William Katt, Sean Young, Patrick McGoohan, Julian Fellowes",Fantasy,Touchstone Films
Back to the Future,Robert Zemeckis,"Michael J. Fox, Christopher Lloyd, Lea Thompson, Crispin Glover, Thomas F. Wilson",Science fiction,4 Oscar nominations; 2 sequels
Bad Medicine,Harvey Miller,"Steve Guttenberg, Alan Arkin, Julie Hagerty, Curtis Armstrong",Comedy,20th Century Fox
"Bad Seed, The",Paul Wendkos,"Blair Brown, Lynn Redgrave, David Carradine",Thriller,TV remake of 1956 film
Barbarian Queen,Héctor Olivera,Lana Clarkson,Sci-fi,
Beer,Patrick Kelly,"Rip Torn, Loretta Swit, David Alan Grier",Comedy,Orion
Better Off Dead,Savage Steve Holland,"John Cusack, Diane Franklin, David Ogden Stiers, Kim Darby",Comedy,Warner Bros.
Black Arrow,John Hough,"Oliver Reed, Fernando Rey, Donald Pleasence",Adventure,TV film
"Black Cauldron, The","Ted Berman, Richard Rich","Grant Bardsley, Susan Sheridan, Freddie Jones, Nigel Hawthorne",Animated,Walt Disney studio's first PG-rated animated film
"Boys Next Door, The",Penelope Spheeris,"Charlie Sheen, Maxwell Caulfield, Patti D'Arbanville",Drama,New World
Brazil,Terry Gilliam,"Jonathan Pryce, Kim Greist, Michael Palin, Robert De Niro, Katherine Helmond",Science fiction,2 Oscar nominations
The Breakfast Club,John Hughes,"Emilio Estevez, Anthony Michael Hall, Judd Nelson, Molly Ringwald, Ally Sheedy, Paul Gleason, John Kapelos",Drama,Universal
Brewster's Millions,Walter Hill,"Richard Pryor, John Candy, Lonette McKee",Comedy,Universal; based on 1902 novel
The Bride,Franc Roddam,"Sting, Jennifer Beals, Anthony Higgins, Clancy Brown",Horror,based on Bride of Frankenstein
Bridge to Terabithia,Eric Till,"Julian Coutts, Julie Beaulieu, Annette O'Toole, Tom Heaton",Drama,based on a story by Katherine Paterson
Bring on the Night,Michael Apted,"Sting, Branford Marsalis",Documentary,
Cat's Eye,Lewis Teague,"Drew Barrymore, James Woods, Robert Hays, Alan King","Horror, Comedy",based on Stephen King stories
Certain Fury,Stephen Gyllenhaal,"Tatum O'Neal, Irene Cara, Peter Fonda",Action,
"Chorus Line, A",Richard Attenborough,"Michael Douglas, Audrey Landers, Janet Jones",Musical,based on the stage musical
Clue,Jonathan Lynn,"Tim Curry, Madeline Kahn, Lesley Ann Warren, Martin Mull, Eileen Brennan, Christopher Lloyd, Michael McKean, Colleen Camp",Comedy,based on Parker Brothers game
The Coca-Cola Kid,Dusan Makavejev,"Eric Roberts, Greta Scacchi",Comedy,Australia
Cocoon,Ron Howard,"Don Ameche, Wilford Brimley, Hume Cronyn, Jessica Tandy, Maureen Stapleton, Steve Guttenberg, Brian Dennehy",Science fiction,Academy Award for Ameche
Code of Silence,Andrew Davis,"Chuck Norris, Molly Hagan, Henry Silva, Mike Genovese",Action,Orion
"Color Purple, The",Steven Spielberg,"Whoopi Goldberg, Danny Glover, Oprah Winfrey, Margaret Avery, Laurence Fishburne, Adolph Caesar, Rae Dawn Chong",Drama,based on novel by Alice Walker; 11 Oscar nominations
Commando,Mark L. Lester,"Arnold Schwarzenegger, Rae Dawn Chong, Dan Hedaya, Vernon Wells, Bill Duke, David Patrick Kelly",Action,20th Century Fox
The Company of Wolves,Neil Jordan,"Sarah Patterson, Angela Lansbury, Stephen Rea, David Warner",Action,Cannon Films
Compromising Positions,Frank Perry,"Susan Sarandon, Raúl Juliá, Mary Beth Hurt, Joe Mantegna",Comedy,based on Susan Isaacs novel
Creator,Ivan Passer,"Peter O'Toole, Mariel Hemingway, Vincent Spano, Virginia Madsen","Sci-fi, Comedy",based on Jeremy Leven book
Creature,William Malone,"Stan Iver, Diane Salinger, Klaus Kinski",Sci-fi,
Crimewave,Sam Raimi,"Louise Lasser, Bruce Campbell",Comedy,
D.A.R.Y.L.,Simon Wincer,"Barret Oliver, Michael McKean, Mary Beth Hurt, Colleen Camp",Sci-fi,Paramount
Day of the Dead,George A. Romero,"Lori Cardille, Sherman Howard",Horror,
Death Wish 3,Michael Winner,"Charles Bronson, Martin Balsam",Action,2nd sequel to Death Wish
Def-Con 4,Paul Donovan,"Lenore Zann, Maury Chaykin, Kate Lynch",Sci-fi,
Desert Hearts,Donna Deitch,"Helen Shaver, Audra Lindley, Patricia Charbonneau",Drama,based on Jane Rule novel
Desperately Seeking Susan,Susan Seidelman,"Rosanna Arquette, Aidan Quinn, Madonna",Romance,BAFTA award for Arquette
Dim Sum: A Little Bit of Heart,Wayne Wang,"Laureen Chew, Kim Chew, Victor Wong",Comedy,
"Dungeonmaster, The","David Allen, Charles Band","Jeffrey Byron, Richard Moll",Sci-fi,
Eleni,Peter Yates,"Kate Nelligan, John Malkovich, Linda Hunt",Drama,based on Nicholas Gage book
"Emerald Forest, The",John Boorman,"Powers Boothe, Charley Boorman, Meg Foster",Adventure,set in Brazil rain forest
Enemy Mine,Wolfgang Petersen,"Dennis Quaid, Louis Gossett, Jr.",Sci-fi,Barry B. Longyear story
Ewoks: The Battle for Endor,Ken Wheat,"Wilford Brimley, Warwick Davis, Aubree Miller",Fantasy,TV film
Explorers,Joe Dante,"River Phoenix, Ethan Hawke, Jason Presson",Sci-fi,"film debuts of Phoenix, Hawke"
"Falcon and the Snowman, The",John Schlesinger,"Timothy Hutton, Sean Penn",Drama,based on Robert Lindsey book
Fandango,Kevin Reynolds,"Kevin Costner, Judd Nelson, Sam Robards, Suzy Amis",Comedy,Amblin Entertainment
Fast Forward,Sidney Poitier,"Tamara Mark, Monique Cintron",Musical,
Fever Pitch,Richard Brooks,"Ryan O'Neal, Giancarlo Giannini, Catherine Hicks, Chad Everett",Drama,Brooks's final film; 4 Razzie nominations
Final Justice,Greydon Clark,"Joe Don Baker, Rossano Brazzi, Venantino Venantini",Crime,MST3K
Flesh and Blood,Paul Verhoeven,"Rutger Hauer, Jennifer Jason Leigh, Ronald Lacey",Adventure,Orion
Flesh and Bullets,Carlos Tobalina,"Glenn McKay, Susan Silvers, Cornel Wilde",Crime,
Fletch,Michael Ritchie,"Chevy Chase, Joe Don Baker, Dana Wheeler-Nicholson, Geena Davis",Comedy,from Gregory Mcdonald novel
Fool for Love,Robert Altman,"Sam Shepard, Kim Basinger, Randy Quaid",Drama,based on Sam Shepard play
Fraternity Vacation,James Frawley,"Sheree J. Wilson, Tim Robbins, John Vernon",Comedy,
Friday the 13th: A New Beginning,Danny Steinmann,"Suzanne Bateman, Corey Feldman",Horror,sequel
Fright Night,Tom Holland,"Chris Sarandon, Roddy McDowall, William Ragsdale, Amanda Bearse","Comedy, Horror",followed by Fright Night II; Remake of 2011 film
Ghoulies,Luca Bercovici,"Mariska Hargitay, Peter Liapis",Horror,
Girls Just Want to Have Fun,Alan Metter,"Sarah Jessica Parker, Helen Hunt",Comedy,New World Pictures
"Goodbye, New York",Amos Kollek,"Julie Hagerty, Amos Kollek",Comedy,filmed in Israel
"Goonies, The",Richard Donner,"Sean Astin, Josh Brolin, Jeff Cohen, Corey Feldman, Kerri Green, Martha Plimpton, Jonathan Ke Quan, Anne Ramsey, Robert Davi, Joe Pantoliano","Adventure, Family",Amblin Entertainment; story by Steven Spielberg
Gotcha!,Jeff Kanew,"Anthony Edwards, Linda Fiorentino",Comedy,Universal
Gymkata,Robert Clouse,"Kurt Thomas, Tetchie Agbayani, Richard Norton",Action,filmed in Yugoslavia
Head Office,Ken Finkleman,"Judge Reinhold, Eddie Albert, Danny DeVito",Comedy,produced by HBO
Heaven Help Us,Michael Dinner,"Kevin Dillon, Andrew McCarthy, Mary Stuart Masterson, Donald Sutherland, John Heard, Patrick Dempsey",Comedy,TriStar
Here Come the Littles,Bernard Deyriès,"Gregg Berger, Bettina Bush, Pat Fraley",Animation,
"Hills Have Eyes Part II, The",Wes Craven,"Michael Berryman, Janus Blythe",Horror,sequel to 1977 film
The Holcroft Covenant,John Frankenheimer,"Michael Caine, Victoria Tennant",Suspense,based on novel by Robert Ludlum
Howling II,Philippe Mora,"Christopher Lee, Sybil Danning",Horror,sequel to The Howling
Insignificance,Nicolas Roeg,"Theresa Russell, Tony Curtis, Gary Busey","Drama, Comedy",from Terry Johnson play
Into the Night,John Landis,"Jeff Goldblum, Michelle Pfeiffer",Drama,Universal
Invasion U.S.A.,Joseph Zito,"Chuck Norris, Richard Lynch",Action,Cannon Films; Remake of 1952 film
Jagged Edge,Richard Marquand,"Jeff Bridges, Glenn Close, Robert Loggia",Crime drama,Columbia
"Jewel of the Nile, The",Lewis Teague,"Kathleen Turner, Michael Douglas, Danny DeVito",Comedy,sequel to Romancing the Stone
The Journey of Natty Gann,Jeremy Kagan,"Meredith Salenger, John Cusack, Ray Wise",Family,Disney
Just One of the Guys,Lisa Gottlieb,"Joyce Hyser, Sherilyn Fenn",Comedy,Columbia
King David,Bruce Beresford,"Richard Gere, Edward Woodward, Alice Krige",Biography,story of David of Israel
King Solomon's Mines,J. Lee Thompson,"Richard Chamberlain, Sharon Stone, Herbert Lom",Adventure,from H.R. Haggard novel
Kiss of the Spider Woman,Héctor Babenco,"William Hurt, Raúl Juliá, Sônia Braga",Drama,based on the novel;  Oscar for Hurt
Krush Groove,Michael Schultz,"Run D.M.C., Sheila E., Blair Underwood",Musical,
Ladyhawke,Richard Donner,"Matthew Broderick, Michelle Pfeiffer, Rutger Hauer",Drama,2 Oscar nominations
"Last Dragon, The",Michael Schultz,"Taimak, Julius Carry, Christopher Murney",Martial arts,
Latino,Haskell Wexler,"Robert Beltran, Annette Charles",Action,
Legend,Ridley Scott,"Tom Cruise, Mia Sara, Tim Curry",Fantasy,Universal
The Legend of Billie Jean,Matthew Robbins,"Helen Slater, Christian Slater, Keith Gordon",Drama,TriStar
Lifeforce,Tobe Hooper,"Steve Railsback, Mathilda May",Science fiction,from Colin Wilson novel
Lost in America,Albert Brooks,"Albert Brooks, Julie Hagerty",Comedy,The Geffen Company
Lust in the Dust,Paul Bartel,"Divine, Lainie Kazan, Tab Hunter",Comedy,New World Pictures
Mad Max Beyond Thunderdome,George Miller,"Mel Gibson, Tina Turner",Action,3rd of series
Malibu Express,Andy Sidaris,"Darby Hinton, Sybil Danning",Action,
The Man with One Red Shoe,Stan Dragoti,"Tom Hanks, Dabney Coleman, Lori Singer",Comedy,remake of 1972 film
Marie,Roger Donaldson,"Sissy Spacek, Jeff Daniels, Keith Szarabajka, Morgan Freeman",Biography,based on Peter Maas book
Mask,Peter Bogdanovich,"Cher, Eric Stoltz, Sam Elliott, Laura Dern",Drama,Oscar for Makeup
Mask of Murder,Arne Mattsson,"Rod Taylor, Valerie Perrine, Christopher Lee",Mystery,
Maxie,Paul Aaron,"Glenn Close, Mandy Patinkin, Ruth Gordon, Barnard Hughes, Valerie Curtin",Fantasy,Orion
The Mean Season,Phillip Borsos,"Kurt Russell, Mariel Hemingway, Richard Jordan",Crime drama,based on John Katzenbach novel
Mischief,Mel Damski,"Doug McKeon, Catherine Mary Stewart",Comedy,
Mishima: A Life in Four Chapters,Paul Schrader,"Ken Ogata, Masayuki Shionoya",Experimental,story of Yukio Mishima
Missing in Action 2: The Beginning,Lance Hool,"Chuck Norris, Soon-Tek Oh, Steven Williams",Action,sequel to Missing in Action
Movers & Shakers,William Asher,"Walter Matthau, Charles Grodin, Tyne Daly",Comedy,Asher's last film
Moving Violations,Neal Israel,"John Murray, Jennifer Tilly, Brian Backer",Comedy,
Mugsy's Girls,Kevin Brodie,"Laura Branigan, Ruth Gordon",Comedy,
Murphy's Romance,Martin Ritt,"Sally Field, James Garner, Brian Kerwin",Romantic comedy,2 Oscar nominations
My Science Project,Jonathan R. Betuel,"John Stockwell, Danielle von Zerneck, Dennis Hopper, Fisher Stevens",Comedy,aka TimeBusters
National Lampoon's European Vacation,Amy Heckerling,"Chevy Chase, Beverly D'Angelo, Jason Lively, Dana Hill, Eric Idle",Comedy,sequel to National Lampoon's Vacation
A Nightmare on Elm Street 2: Freddy's Revenge,Jack Sholder,"Mark Patton, Kim Myers, Robert Englund, Robert Rusler",Slasher,sequel to A Nightmare on Elm Street
Noon Wine,Michael Fields,"Stellan Skarsgård, Fred Ward, Jon Cryer, Lise Hilboldt",Drama,based on story by Katherine Anne Porter
Once Bitten,Howard Storm,"Lauren Hutton, Jim Carrey, Cleavon Little",Comedy,1st Carrey leading role
One Magic Christmas,Phillip Borsos,"Mary Steenburgen, Harry Dean Stanton",Family,Disney
Ordeal by Innocence,Desmond Davis,"Donald Sutherland, Faye Dunaway",Mystery,Agatha Christie story
Out of Africa,Sydney Pollack,"Meryl Streep, Robert Redford, Klaus Maria Brandauer",Drama,Oscars for Best Picture and Director; from Isak Dinesen book
Pale Rider,Clint Eastwood,"Clint Eastwood, Michael Moriarty, Carrie Snodgress, Richard Dysart, Chris Penn",Western,Warner Bros.
Pee-wee's Big Adventure,Tim Burton,"Paul Reubens, Elizabeth Daily, Mark Holton, Jan Hooks, Morgan Fairchild, James Brolin",Comedy,Pee-wee Herman tale; Burton's 1st film
Perfect,James Bridges,"John Travolta, Jamie Lee Curtis, Jann Wenner, Marilu Henner, Laraine Newman",Drama,3 Razzie nominations
Plenty,Fred Schepisi,"Meryl Streep, Charles Dance, Sting, Ian McKellen, Tracey Ullman, John Gielgud, Sam Neill",Drama,based on play by David Hare
Police Academy 2: Their First Assignment,Jerry Paris,"Steven Guttenberg, Bubba Smith, David Graf, Bobcat Goldthwait",Comedy,sequel to Police Academy
Porky's Revenge,James Komack,"Dan Monahan, Tony Ganios, Wyatt Knight",Comedy,2nd sequel to Porky's
Private Resort,George Bowers,"Rob Morrow, Johnny Depp, Andrew Clay",Comedy,"Depp's 2nd film, Morrow's 1st"
Prizzi's Honor,John Huston,"Jack Nicholson, Kathleen Turner, Robert Loggia, Anjelica Huston, William Hickey, John Randolph, Lee Richardson",Blackcomedy,based on Richard Condon novel; Oscar for Anjelica Huston
"Protector, The",James Glickenhaus,"Jackie Chan, Danny Aiello",Action,Warner Bros.
Pumping Iron II: The Women,George Butler,"Bev Francis, Rachel McLish",Documentary,sequel to Pumping Iron
"Purple Rose of Cairo, The",Woody Allen,"Mia Farrow, Jeff Daniels, Danny Aiello, John Wood, Deborah Rush, Van Johnson",Comedy,BAFTA award as Best Film
Radioactive Dreams,Albert Pyun,"Michael Dudikoff, George Kennedy",Sci-fi,
Rainbow Brite and the Star Stealer,Kimio Yabuki,"Bettina Bush, Charlie Adler",Animation,
Rambo: First Blood Part II,George P. Cosmatos,"Sylvester Stallone, Julia Nickson-Soul, Charles Napier, Richard Crenna",Action,sequel to First Blood; 4 Razzie awards
Rappin',Joel Silberg,"Mario Van Peebles, Eriq La Salle",Drama,
Re-Animator,Stuart Gordon,"Jeffrey Combs, David Gale",Horror,2 sequels
Real Genius,Martha Coolidge,"Val Kilmer, Gabe Jarret, William Atherton",Comedy,TriStar
Red Sonja,Richard Fleischer,"Arnold Schwarzenegger, Brigitte Nielsen, Sandahl Bergman",Action,3 Razzie nominations
Remo Williams: The Adventure Begins,Guy Hamilton,"Fred Ward, Joel Grey, Kate Mulgrew",Action,Adventure also ended
"Return of the Living Dead, The",Dan O'Bannon,James Karen,Horror,
Return to Oz,Walter Murch,"Fairuza Balk, Nicol Williamson, Jean Marsh",Fantasy,based on Wizard of Oz
Revolution,Hugh Hudson,"Al Pacino, Nastassja Kinski, Donald Sutherland",Drama,4 Razzie nominations
Rocky IV,Sylvester Stallone,"Sylvester Stallone, Dolph Lundgren, Talia Shire, Burt Young, Carl Weathers, Brigitte Nielsen",Drama,3rd sequel to Rocky; 9 Razzie nominations
Runaway Train,Andrei Konchalovsky,"Jon Voight, Eric Roberts, Rebecca De Mornay",Drama,3 Oscar nominations
Rustlers' Rhapsody,Hugh Wilson,"Tom Berenger, Marilu Henner, Sela Ward, Patrick Wayne, Andy Griffith",Parody,Paramount
Santa Claus: The Movie,Jeannot Szwarc,"Dudley Moore, John Lithgow, David Huddleston",Family,TriStar
Secret Admirer,David Greenwalt,"C. Thomas Howell, Lori Loughlin, Kelly Preston",Comedy,Orion
The Secret of the Sword,Ed Friedman,,Animation,
Sesame Street Presents Follow That Bird,Ken Kwapis,"Jim Henson, Frank Oz, Sandra Bernhard",Family,Warner Bros.
Seven Minutes in Heaven,Linda Feferman,"Jennifer Connelly, Polly Draper, Spalding Gray",Comedy,
The Shooting Party,Alan Bridges,"James Mason, John Gielgud",Drama,
Silver Bullet,Daniel Attias,"Gary Busey, Corey Haim, Everett McGill, Megan Follows",Horror,based on Stephen King story
Silverado,Lawrence Kasdan,"Scott Glenn, Kevin Kline, Kevin Costner, John Cleese, Danny Glover, Jeff Goldblum, Brian Dennehy, Rosanna Arquette, Linda Hunt",Western,Columbia; 2 Oscar nominations
The Slugger's Wife,Hal Ashby,"Michael O'Keefe, Rebecca De Mornay",Romance,script by Neil Simon
Smooth Talk,Joyce Chopra,"Laura Dern, Treat Williams, Levon Helm",Drama,
Spies Like Us,John Landis,"Chevy Chase, Dan Aykroyd, Bernie Casey",Comedy,Warner Bros.
St. Elmo's Fire,Joel Schumacher,"Rob Lowe, Emilio Estevez, Demi Moore, Judd Nelson, Ally Sheedy, Andrew McCarthy, Mare Winningham, Andie MacDowell",Drama,so-called Brat Pack film; Razzie award for Lowe
Starchaser: The Legend of Orin,Steven Hahn,"Joe Colligan, Carmen Argenziano",Animated,
Stick,Burt Reynolds,"Burt Reynolds, Candice Bergen, Charles Durning, George Segal",Crime drama,based on Elmore Leonard novel
Stitches,Rod Holcomb,"Eddie Albert, Parker Stevenson, Jerry Feuer",Comedy,
The Stuff,Larry Cohen,"Michael Moriarty, Andrea Marcovicci, Garrett Morris",Comedy,New World
Summer Rental,Carl Reiner,"John Candy, Richard Crenna, Rip Torn",Comedy,Paramount
The Sure Thing,Rob Reiner,"John Cusack, Daphne Zuniga, Nicollette Sheridan",Comedy,Embassy
Sweet Dreams,Karel Reisz,"Jessica Lange, Ed Harris, John Goodman",Biography,story of Patsy Cline
Sylvester,Tim Hunter,"Melissa Gilbert, Richard Farnsworth",Drama,Columbia
Target,Arthur Penn,"Gene Hackman, Matt Dillon, Gayle Hunnicutt",Thriller,Warner Bros.
Teen Wolf,Rod Daniel,"Michael J. Fox, Susan Ursitti, Jay Tarses",Comedy,sequel in 1987
That Was Then... This Is Now,Christopher Cain,"Emilio Estevez, Morgan Freeman, Craig Sheffer",Drama,based on S.E. Hinton book
That's Dancing!,Jack Haley Jr.,"Gene Kelly, Mikhail Baryshnikov, Ray Bolger, Sammy Davis Jr., Liza Minnelli",Documentary,MGM/UA
To Live and Die in L.A.,William Friedkin,"William Petersen, Willem Dafoe, John Turturro, John Pankow, Darlanne Fleugel, Dean Stockwell",Crime drama,based on Gerald Petievich novel
Tomboy,Herb Freed,"Betsy Russell, Kristi Somers",Comedy,Crown
Trancers,Charles Band,"Tim Thomerson, Helen Hunt",Sci-fi,
Transylvania 6-5000,Rudy De Luca,"Jeff Goldblum, Geena Davis, Ed Begley Jr., Carol Kane, Teresa Ganzel",Comedy,spoof of Dracula
The Trip to Bountiful,Peter Masterson,"Geraldine Page, John Heard, Rebecca De Mornay",Drama,Oscar for Page
Trouble in Mind,Alan Rudolph,"Kris Kristofferson, Keith Carradine, Lori Singer, Genevieve Bujold, George Kirby",Drama,music by Marianne Faithfull
Tuff Turf,Fritz Kiersch,"James Spader, Robert Downey Jr., Kim Richards",Drama,New World
Turk 182,Bob Clark,"Timothy Hutton, Robert Urich, Kim Cattrall, Robert Culp, Peter Boyle, Darren McGavin",Drama,20th Century Fox
Turtle Diary,John Irvin,"Glenda Jackson, Ben Kingsley",Drama,script by Harold Pinter
Twice in a Lifetime,Bud Yorkin,"Gene Hackman, Ann-Margret, Ellen Burstyn, Amy Madigan, Ally Sheedy, Brian Dennehy",Drama,Oscar nomination for Madigan
A View to a Kill,John Glen,"Roger Moore, Christopher Walken, Grace Jones, Tanya Roberts",Action,James Bond
Vision Quest,Harold Becker,"Matthew Modine, Linda Fiorentino",Drama,aka Crazy for You
Volunteers,Nicholas Meyer,"Tom Hanks, John Candy, Rita Wilson, Tim Thomerson, George Plimpton",Comedy,TriStar
Weird Science,John Hughes,"Anthony Michael Hall, Ilan Mitchell-Smith, Kelly LeBrock, Bill Paxton, Robert Downey Jr.",Comedy,Universal
White Nights,Taylor Hackford,"Mikhail Baryshnikov, Gregory Hines, Helen Mirren, Isabella Rossellini, Geraldine Page",Drama,Oscar for Best Song
Witness,Peter Weir,"Harrison Ford, Kelly McGillis, Lukas Haas",Drama,8 Oscar nominations
Year of the Dragon,Michael Cimino,"Mickey Rourke, Ariane, John Lone",Crime drama,from Robert Daley novel; 5 Razzie nominations
Young Sherlock Holmes,Barry Levinson,"Nicholas Rowe, Alan Cox",Drama,script by Chris Columbus
3:15,Larry Gross,"Adam Baldwin, Jesse Aragon, René Auberjonois",Crime drama,
8 Million Ways to Die,Hal Ashby,"Jeff Bridges, Rosanna Arquette, Andy García","Thriller, Crime",script by Oliver Stone
